customer_id,attribute,value,valid_from,valid_to,knowledge_from,knowledge_to
CUST0092,risk_tier,C,2024-02-05,2024-12-31,2024-02-28,2200-01-01
CUST0092,sector,Financials,2020-01-01,2021-04-30,2020-01-03,2200-01-01
CUST0092,sector,Healthcare,2021-04-30,2022-01-17,2021-04-30,2022-10-25
CUST0092,sector,Healthcare,2021-04-30,2021-07-30,2022-10-25,2200-01-01
CUST0092,sector,Materials,2021-07-30,2021-11-12,2022-10-25,2200-01-01
CUST0092,sector,Healthcare,2021-11-12,2022-01-17,2022-10-25,2200-01-01
CUST0092,sector,Technology,2022-01-17,2022-08-16,2022-01-22,2200-01-01
CUST0092,sector,Industrials,2022-08-16,2024-12-31,2022-09-04,2200-01-01
CUST0093,risk_tier,A,2020-01-01,2020-05-21,2020-01-28,2200-01-01
CUST0093,risk_tier,A,2020-05-21,2020-07-09,2020-05-31,2200-01-01
CUST0093,risk_tier,C,2020-07-09,2024-12-31,2020-08-07,2200-01-01
CUST0093,sector,Energy,2020-01-01,2020-11-04,2020-01-31,2200-01-01
CUST0093,sector,Healthcare,2020-11-04,2022-01-19,2020-12-04,2200-01-01
CUST0093,sector,Energy,2022-01-19,2022-09-01,2022-01-28,2200-01-01
CUST0093,sector,Financials,2022-09-01,2024-12-31,2022-09-22,2200-01-01
CUST0094,risk_tier,C,2020-01-01,2021-06-11,2020-01-29,2200-01-01
CUST0094,risk_tier,C,2021-06-11,2022-08-30,2021-06-14,2200-01-01
CUST0094,risk_tier,A,2022-08-30,2022-11-23,2022-09-27,2200-01-01
CUST0094,risk_tier,B,2022-11-23,2024-12-31,2022-12-09,2200-01-01
CUST0094,sector,Healthcare,2020-01-01,2020-06-22,2020-01-22,2200-01-01
CUST0094,sector,Financials,2020-06-22,2023-03-01,2020-07-01,2200-01-01
CUST0094,sector,Materials,2023-03-01,2024-12-31,2023-03-31,2200-01-01
CUST0095,risk_tier,C,2020-01-01,2020-09-06,2020-01-09,2200-01-01
CUST0095,risk_tier,C,2020-09-06,2024-05-14,2020-09-26,2200-01-01
CUST0095,risk_tier,A,2024-05-14,2024-12-31,2024-05-30,2200-01-01
CUST0095,sector,Industrials,2020-01-01,2021-12-05,2020-01-06,2200-01-01
CUST0095,sector,Industrials,2021-12-05,2022-09-03,2022-01-03,2200-01-01
CUST0095,sector,Materials,2022-09-03,2024-12-31,2022-09-19,2200-01-01
CUST0096,risk_tier,A,2020-01-01,2021-10-22,2020-01-25,2200-01-01
CUST0096,risk_tier,B,2021-10-22,2023-02-10,2021-11-07,2200-01-01
CUST0096,risk_tier,A,2023-02-10,2024-12-31,2023-03-10,2200-01-01
CUST0096,sector,Energy,2020-01-01,2024-03-31,2020-01-29,2200-01-01
CUST0096,sector,Financials,2024-03-31,2024-12-31,2024-04-06,2200-01-01
CUST0097,risk_tier,B,2020-01-01,2020-07-18,2020-01-01,2200-01-01
CUST0097,risk_tier,C,2020-07-18,2020-11-16,2020-07-27,2200-01-01
CUST0097,risk_tier,C,2020-11-16,2024-03-24,2020-12-13,2200-01-01
CUST0097,risk_tier,C,2024-03-24,2024-12-31,2024-04-11,2200-01-01
CUST0097,sector,Financials,2020-01-01,2023-10-02,2020-01-29,2024-10-29
CUST0097,sector,Financials,2020-01-01,2021-04-24,2024-10-29,2200-01-01
CUST0097,sector,Materials,2021-04-24,2022-10-24,2024-10-29,2200-01-01
CUST0097,sector,Financials,2022-10-24,2023-10-02,2024-10-29,2200-01-01
CUST0097,sector,Technology,2023-10-02,2024-03-25,2023-10-29,2200-01-01
CUST0097,sector,Technology,2024-03-25,2024-12-31,2024-03-29,2200-01-01
CUST0098,risk_tier,C,2020-01-01,2020-09-24,2020-01-08,2200-01-01
CUST0098,risk_tier,A,2020-09-24,2024-12-31,2020-10-12,2200-01-01
CUST0098,sector,Materials,2020-01-01,2022-12-30,2020-01-31,2200-01-01
CUST0098,sector,Financials,2022-12-30,2024-03-27,2023-01-15,2200-01-01
CUST0098,sector,Industrials,2024-03-27,2024-12-31,2024-04-25,2200-01-01
CUST0099,risk_tier,B,2020-01-01,2021-08-06,2020-01-17,2200-01-01
CUST0099,risk_tier,A,2021-08-06,2024-04-10,2021-08-22,2200-01-01
CUST0099,risk_tier,A,2024-04-10,2024-12-31,2024-05-07,2200-01-01
CUST0099,sector,Industrials,2020-01-01,2021-02-04,2020-01-12,2200-01-01
CUST0099,sector,Healthcare,2021-02-04,2023-08-28,2021-02-06,2024-04-24
CUST0099,sector,Financials,2021-02-04,2023-08-28,2024-04-24,2025-04-19
CUST0099,sector,Materials,2021-02-04,2023-08-28,2025-04-19,2200-01-01
CUST0099,sector,Technology,2023-08-28,2023-10-18,2023-09-18,2200-01-01
CUST0099,sector,Technology,2023-10-18,2024-12-31,2023-11-08,2200-01-01
CUST0100,risk_tier,A,2020-01-01,2023-10-08,2020-01-10,2200-01-01
CUST0100,risk_tier,B,2023-10-08,2024-12-31,2023-10-17,2200-01-01
CUST0100,sector,Energy,2020-01-01,2022-07-25,2020-01-16,2200-01-01
CUST0100,sector,Industrials,2022-07-25,2023-03-04,2022-08-20,2024-07-03
CUST0100,sector,Industrials,2022-07-25,2022-10-10,2024-07-03,2200-01-01
CUST0100,sector,Healthcare,2022-10-10,2023-01-07,2024-07-03,2200-01-01
CUST0100,sector,Industrials,2023-01-07,2023-03-04,2024-07-03,2200-01-01
CUST0100,sector,Energy,2023-03-04,2024-12-31,2023-03-14,2200-01-01
CUST0101,risk_tier,B,2020-01-01,2021-02-21,2020-01-18,2200-01-01
CUST0101,risk_tier,B,2021-02-21,2022-08-30,2021-02-26,2200-01-01
CUST0101,risk_tier,A,2022-08-30,2024-12-31,2022-09-29,2200-01-01
CUST0101,sector,Financials,2020-01-01,2021-06-29,2020-01-31,2200-01-01
CUST0101,sector,Healthcare,2021-06-29,2021-11-26,2021-07-12,2200-01-01
CUST0101,sector,Financials,2021-11-26,2024-12-31,2021-12-14,2025-12-02
CUST0101,sector,Financials,2021-11-26,2022-12-26,2025-12-02,2200-01-01
CUST0101,sector,Energy,2022-12-26,2024-03-23,2025-12-02,2200-01-01
CUST0101,sector,Financials,2024-03-23,2024-12-31,2025-12-02,2200-01-01
CUST0102,risk_tier,A,2020-01-01,2020-05-18,2020-01-25,2200-01-01
CUST0102,risk_tier,A,2020-05-18,2022-02-17,2020-05-20,2200-01-01
CUST0102,risk_tier,A,2022-02-17,2022-08-16,2022-03-18,2200-01-01
CUST0102,risk_tier,C,2022-08-16,2024-12-31,2022-08-16,2200-01-01
CUST0102,sector,Technology,2020-01-01,2022-05-29,2020-01-31,2200-01-01
CUST0102,sector,Technology,2022-05-29,2023-05-31,2022-06-16,2200-01-01
CUST0102,sector,Financials,2023-05-31,2023-09-18,2023-06-11,2200-01-01
CUST0102,sector,Industrials,2023-09-18,2024-12-31,2023-10-01,2200-01-01
CUST0103,risk_tier,C,2020-01-01,2020-08-15,2020-01-30,2200-01-01
CUST0103,risk_tier,B,2020-08-15,2024-12-31,2020-09-09,2200-01-01
CUST0103,sector,Technology,2020-01-01,2021-04-04,2020-01-05,2200-01-01
CUST0103,sector,Financials,2021-04-04,2022-12-06,2021-05-02,2024-03-29
CUST0103,sector,Technology,2021-04-04,2022-12-06,2024-03-29,2200-01-01
CUST0103,sector,Materials,2022-12-06,2024-12-31,2022-12-16,2200-01-01
CUST0104,risk_tier,A,2020-01-01,2020-05-04,2020-01-11,2200-01-01
CUST0104,risk_tier,A,2020-05-04,2022-10-04,2020-05-22,2200-01-01
CUST0104,risk_tier,A,2022-10-04,2023-05-05,2022-10-24,2200-01-01
CUST0104,risk_tier,B,2023-05-05,2024-12-31,2023-05-08,2200-01-01
CUST0104,sector,Financials,2020-01-01,2021-06-15,2020-01-26,2200-01-01
CUST0104,sector,Industrials,2021-06-15,2023-06-07,2021-07-07,2200-01-01
CUST0104,sector,Financials,2023-06-07,2024-01-31,2023-06-23,2025-06-06
CUST0104,sector,Financials,2023-06-07,2023-08-29,2025-06-06,2200-01-01
CUST0104,sector,Industrials,2023-08-29,2023-12-02,2025-06-06,2200-01-01
CUST0104,sector,Financials,2023-12-02,2024-01-31,2025-06-06,2200-01-01
CUST0104,sector,Materials,2024-01-31,2024-12-31,2024-02-04,2200-01-01
CUST0105,risk_tier,C,2020-01-01,2023-08-03,2020-01-21,2200-01-01
CUST0105,risk_tier,A,2023-08-03,2024-12-31,2023-08-18,2200-01-01
CUST0105,sector,Materials,2020-01-01,2020-11-19,2020-01-24,2021-11-29
CUST0105,sector,Materials,2020-01-01,2020-04-23,2021-11-29,2200-01-01
CUST0105,sector,Financials,2020-04-23,2020-08-30,2021-11-29,2200-01-01
CUST0105,sector,Materials,2020-08-30,2020-11-19,2021-11-29,2200-01-01
CUST0105,sector,Financials,2020-11-19,2022-11-20,2020-11-25,2200-01-01
CUST0105,sector,Financials,2022-11-20,2023-08-10,2022-12-20,2200-01-01
CUST0105,sector,Financials,2023-08-10,2024-12-31,2023-09-07,2200-01-01
CUST0106,risk_tier,A,2020-01-01,2020-07-28,2020-01-24,2200-01-01
CUST0106,risk_tier,C,2020-07-28,2023-09-04,2020-08-04,2200-01-01
CUST0106,risk_tier,B,2023-09-04,2024-12-31,2023-09-14,2200-01-01
CUST0106,sector,Industrials,2020-01-01,2022-10-11,2020-01-25,2023-12-23
CUST0106,sector,Energy,2020-01-01,2022-10-11,2023-12-23,2200-01-01
CUST0106,sector,Technology,2022-10-11,2024-05-23,2022-11-10,2200-01-01
CUST0106,sector,Technology,2024-05-23,2024-12-31,2024-06-06,2200-01-01
CUST0107,risk_tier,B,2020-01-01,2020-09-15,2020-01-18,2200-01-01
CUST0107,risk_tier,A,2020-09-15,2023-03-13,2020-09-29,2200-01-01
CUST0107,risk_tier,A,2023-03-13,2024-12-31,2023-04-01,2200-01-01
CUST0107,sector,Materials,2020-01-01,2021-09-23,2020-01-19,2200-01-01
CUST0107,sector,Industrials,2021-09-23,2022-11-03,2021-10-02,2200-01-01
CUST0107,sector,Energy,2022-11-03,2023-11-05,2022-11-13,2200-01-01
CUST0107,sector,Healthcare,2023-11-05,2024-12-31,2023-11-05,2025-07-24
CUST0107,sector,Materials,2023-11-05,2024-12-31,2025-07-24,2026-10-26
CUST0107,sector,Technology,2023-11-05,2024-12-31,2026-10-26,2200-01-01
CUST0108,risk_tier,C,2020-01-01,2021-12-10,2020-01-21,2200-01-01
CUST0108,risk_tier,A,2021-12-10,2024-12-31,2021-12-10,2200-01-01
CUST0108,sector,Industrials,2020-01-01,2021-05-10,2020-01-02,2022-07-25
CUST0108,sector,Technology,2020-01-01,2021-05-10,2022-07-25,2200-01-01
CUST0108,sector,Financials,2021-05-10,2023-01-14,2021-05-16,2200-01-01
CUST0108,sector,Industrials,2023-01-14,2024-12-31,2023-02-04,2200-01-01
CUST0109,risk_tier,C,2020-01-01,2020-06-26,2020-01-20,2200-01-01
CUST0109,risk_tier,A,2020-06-26,2022-01-04,2020-07-08,2200-01-01
CUST0109,risk_tier,C,2022-01-04,2024-12-31,2022-02-02,2200-01-01
CUST0109,sector,Technology,2020-01-01,2020-06-21,2020-01-20,2021-07-13
CUST0109,sector,Financials,2020-01-01,2020-06-21,2021-07-13,2200-01-01
CUST0109,sector,Materials,2020-06-21,2024-12-31,2020-06-28,2200-01-01
CUST0110,risk_tier,A,2020-01-01,2020-10-25,2020-01-26,2200-01-01
CUST0110,risk_tier,A,2020-10-25,2021-10-06,2020-10-25,2200-01-01
CUST0110,risk_tier,A,2021-10-06,2023-10-27,2021-10-16,2200-01-01
CUST0110,risk_tier,B,2023-10-27,2024-12-31,2023-11-02,2200-01-01
CUST0110,sector,Technology,2020-01-01,2021-10-15,2020-01-25,2200-01-01
CUST0110,sector,Healthcare,2021-10-15,2022-07-21,2021-10-27,2200-01-01
CUST0110,sector,Technology,2022-07-21,2024-12-31,2022-08-06,2026-02-11
CUST0110,sector,Industrials,2022-07-21,2024-12-31,2026-02-11,2200-01-01
CUST0111,risk_tier,C,2020-01-01,2022-11-10,2020-01-28,2200-01-01
CUST0111,risk_tier,B,2022-11-10,2024-12-31,2022-11-22,2200-01-01
CUST0111,sector,Industrials,2020-01-01,2021-03-05,2020-01-20,2200-01-01
CUST0111,sector,Healthcare,2021-03-05,2022-04-06,2021-03-26,2200-01-01
CUST0111,sector,Industrials,2022-04-06,2022-08-05,2022-04-19,2023-05-01
CUST0111,sector,Materials,2022-04-06,2022-08-05,2023-05-01,2023-11-26
CUST0111,sector,Financials,2022-04-06,2022-08-05,2023-11-26,2200-01-01
CUST0111,sector,Financials,2022-08-05,2024-12-31,2022-08-16,2200-01-01
CUST0112,risk_tier,A,2020-01-01,2023-04-12,2020-01-02,2200-01-01
CUST0112,risk_tier,C,2023-04-12,2024-03-21,2023-04-13,2200-01-01
CUST0112,risk_tier,C,2024-03-21,2024-12-31,2024-03-24,2200-01-01
CUST0112,sector,Financials,2020-01-01,2022-05-23,2020-01-30,2200-01-01
CUST0112,sector,Materials,2022-05-23,2022-12-27,2022-06-01,2200-01-01
CUST0112,sector,Financials,2022-12-27,2023-03-14,2022-12-28,2200-01-01
CUST0112,sector,Healthcare,2023-03-14,2024-12-31,2023-03-19,2025-12-02
CUST0112,sector,Healthcare,2023-03-14,2023-10-30,2025-12-02,2200-01-01
CUST0112,sector,Financials,2023-10-30,2024-07-19,2025-12-02,2200-01-01
CUST0112,sector,Healthcare,2024-07-19,2024-12-31,2025-12-02,2200-01-01
CUST0113,risk_tier,B,2020-01-01,2020-12-01,2020-01-19,2200-01-01
CUST0113,risk_tier,B,2020-12-01,2024-07-10,2020-12-24,2200-01-01
CUST0113,risk_tier,A,2024-07-10,2024-12-31,2024-07-31,2200-01-01
CUST0113,sector,Healthcare,2020-01-01,2022-05-29,2020-01-06,2200-01-01
CUST0113,sector,Financials,2022-05-29,2024-12-31,2022-06-26,2200-01-01
CUST0114,risk_tier,C,2020-01-01,2020-09-01,2020-01-25,2200-01-01
CUST0114,risk_tier,C,2020-09-01,2023-05-22,2020-09-09,2200-01-01
CUST0114,risk_tier,B,2023-05-22,2024-07-01,2023-06-09,2200-01-01
CUST0114,risk_tier,C,2024-07-01,2024-12-31,2024-07-13,2200-01-01
CUST0114,sector,Financials,2020-01-01,2020-12-09,2020-01-13,2200-01-01
CUST0114,sector,Materials,2020-12-09,2024-03-25,2020-12-09,2200-01-01
CUST0114,sector,Materials,2024-03-25,2024-12-31,2024-04-17,2200-01-01
CUST0115,risk_tier,A,2020-01-01,2020-12-17,2020-01-04,2200-01-01
CUST0115,risk_tier,B,2020-12-17,2023-08-11,2021-01-13,2200-01-01
CUST0115,risk_tier,C,2023-08-11,2023-08-12,2023-08-14,2200-01-01
CUST0115,risk_tier,C,2023-08-12,2024-12-31,2023-09-10,2200-01-01
CUST0115,sector,Materials,2020-01-01,2022-07-11,2020-01-07,2200-01-01
CUST0115,sector,Materials,2022-07-11,2024-12-31,2022-07-19,2200-01-01
CUST0116,risk_tier,C,2020-01-01,2021-11-15,2020-01-21,2200-01-01
CUST0116,risk_tier,A,2021-11-15,2021-12-03,2021-12-07,2200-01-01
CUST0116,risk_tier,C,2021-12-03,2023-02-18,2021-12-28,2200-01-01
CUST0116,risk_tier,C,2023-02-18,2024-12-31,2023-02-28,2200-01-01
CUST0116,sector,Technology,2020-01-01,2021-02-12,2020-01-16,2200-01-01
CUST0116,sector,Materials,2021-02-12,2024-12-31,2021-03-10,2200-01-01
CUST0117,risk_tier,B,2020-01-01,2020-10-17,2020-01-02,2200-01-01
CUST0117,risk_tier,B,2020-10-17,2022-08-25,2020-11-12,2200-01-01
CUST0117,risk_tier,C,2022-08-25,2024-04-16,2022-09-17,2200-01-01
CUST0117,risk_tier,C,2024-04-16,2024-12-31,2024-04-23,2200-01-01
CUST0117,sector,Financials,2020-01-01,2020-11-04,2020-01-29,2200-01-01
CUST0117,sector,Technology,2020-11-04,2024-04-19,2020-11-10,2200-01-01
CUST0117,sector,Healthcare,2024-04-19,2024-12-31,2024-04-29,2025-07-27
CUST0117,sector,Healthcare,2024-04-19,2024-07-17,2025-07-27,2200-01-01
CUST0117,sector,Technology,2024-07-17,2024-10-28,2025-07-27,2200-01-01
CUST0117,sector,Healthcare,2024-10-28,2024-12-31,2025-07-27,2200-01-01
CUST0118,risk_tier,B,2020-01-01,2023-12-19,2020-01-05,2200-01-01
CUST0118,risk_tier,B,2023-12-19,2024-12-31,2024-01-08,2200-01-01
CUST0118,sector,Materials,2020-01-01,2024-01-11,2020-01-01,2200-01-01
CUST0118,sector,Industrials,2024-01-11,2024-12-31,2024-01-11,2200-01-01
CUST0119,risk_tier,A,2020-01-01,2020-12-29,2020-01-11,2200-01-01
CUST0119,risk_tier,A,2020-12-29,2023-11-29,2021-01-28,2200-01-01
CUST0119,risk_tier,A,2023-11-29,2024-12-31,2023-12-21,2200-01-01
CUST0119,sector,Healthcare,2020-01-01,2024-06-16,2020-01-14,2200-01-01
CUST0119,sector,Energy,2024-06-16,2024-12-31,2024-07-15,2200-01-01
CUST0120,risk_tier,C,2020-01-01,2023-02-14,2020-01-03,2200-01-01
CUST0120,risk_tier,A,2023-02-14,2024-12-31,2023-02-16,2200-01-01
CUST0120,sector,Technology,2020-01-01,2023-04-07,2020-01-12,2200-01-01
CUST0120,sector,Energy,2023-04-07,2023-10-15,2023-04-12,2200-01-01
CUST0120,sector,Industrials,2023-10-15,2024-12-31,2023-10-19,2200-01-01
CUST0121,risk_tier,C,2020-01-01,2021-07-26,2020-01-27,2200-01-01
CUST0121,risk_tier,C,2021-07-26,2024-12-31,2021-07-31,2200-01-01
CUST0121,sector,Financials,2020-01-01,2022-05-06,2020-01-20,2200-01-01
CUST0121,sector,Energy,2022-05-06,2024-12-31,2022-05-14,2026-01-06
CUST0121,sector,Energy,2022-05-06,2023-04-10,2026-01-06,2200-01-01
CUST0121,sector,Healthcare,2023-04-10,2024-05-02,2026-01-06,2200-01-01
CUST0121,sector,Energy,2024-05-02,2024-12-31,2026-01-06,2200-01-01
CUST0122,risk_tier,C,2020-01-01,2022-01-03,2020-01-31,2200-01-01
CUST0122,risk_tier,B,2022-01-03,2022-05-13,2022-01-12,2200-01-01
CUST0122,risk_tier,A,2022-05-13,2023-09-30,2022-05-17,2200-01-01
CUST0122,risk_tier,A,2023-09-30,2024-12-31,2023-10-28,2200-01-01
CUST0122,sector,Financials,2020-01-01,2021-12-20,2020-01-26,2200-01-01
CUST0122,sector,Materials,2021-12-20,2024-06-04,2022-01-06,2200-01-01
CUST0122,sector,Industrials,2024-06-04,2024-12-31,2024-06-06,2200-01-01
CUST0123,risk_tier,B,2020-01-01,2021-03-14,2020-01-05,2200-01-01
CUST0123,risk_tier,C,2021-03-14,2024-12-31,2021-03-23,2200-01-01
CUST0123,sector,Materials,2020-01-01,2022-12-01,2020-01-20,2200-01-01
CUST0123,sector,Energy,2022-12-01,2024-06-19,2022-12-18,2200-01-01
CUST0123,sector,Energy,2024-06-19,2024-12-31,2024-07-14,2200-01-01
CUST0124,risk_tier,A,2020-01-01,2022-01-02,2020-01-16,2200-01-01
CUST0124,risk_tier,A,2022-01-02,2024-12-31,2022-01-22,2200-01-01
CUST0124,sector,Financials,2020-01-01,2023-06-20,2020-01-28,2200-01-01
CUST0124,sector,Financials,2023-06-20,2024-12-31,2023-07-18,2200-01-01
CUST0125,risk_tier,C,2020-01-01,2022-01-29,2020-01-20,2200-01-01
CUST0125,risk_tier,C,2022-01-29,2023-05-07,2022-02-18,2200-01-01
CUST0125,risk_tier,C,2023-05-07,2024-12-31,2023-05-15,2200-01-01
CUST0125,sector,Materials,2020-01-01,2020-05-18,2020-01-19,2021-08-30
CUST0125,sector,Materials,2020-01-01,2020-02-18,2021-08-30,2200-01-01
CUST0125,sector,Industrials,2020-02-18,2020-04-13,2021-08-30,2200-01-01
CUST0125,sector,Materials,2020-04-13,2020-05-18,2021-08-30,2200-01-01
CUST0125,sector,Energy,2020-05-18,2020-07-21,2020-05-20,2200-01-01
CUST0125,sector,Technology,2020-07-21,2021-08-15,2020-08-11,2200-01-01
CUST0125,sector,Financials,2021-08-15,2024-12-31,2021-08-24,2200-01-01
CUST0126,risk_tier,C,2020-01-01,2024-06-25,2020-01-01,2200-01-01
CUST0126,risk_tier,B,2024-06-25,2024-12-31,2024-07-10,2200-01-01
CUST0126,sector,Materials,2020-01-01,2020-10-27,2020-01-13,2200-01-01
CUST0126,sector,Financials,2020-10-27,2022-04-28,2020-11-21,2200-01-01
CUST0126,sector,Energy,2022-04-28,2022-09-02,2022-04-30,2200-01-01
CUST0126,sector,Healthcare,2022-09-02,2024-12-31,2022-09-28,2200-01-01
CUST0127,risk_tier,A,2020-01-01,2021-09-26,2020-01-10,2200-01-01
CUST0127,risk_tier,C,2021-09-26,2023-12-01,2021-10-07,2200-01-01
CUST0127,risk_tier,C,2023-12-01,2024-12-31,2023-12-29,2200-01-01
CUST0127,sector,Financials,2020-01-01,2021-01-29,2020-01-07,2200-01-01
CUST0127,sector,Materials,2021-01-29,2024-12-31,2021-02-20,2026-04-25
CUST0127,sector,Technology,2021-01-29,2024-12-31,2026-04-25,2200-01-01
CUST0128,risk_tier,C,2020-01-01,2020-08-12,2020-01-06,2200-01-01
CUST0128,risk_tier,C,2020-08-12,2024-12-31,2020-09-10,2200-01-01
CUST0128,sector,Healthcare,2020-01-01,2021-02-22,2020-01-01,2022-07-02
CUST0128,sector,Healthcare,2020-01-01,2020-05-26,2022-07-02,2200-01-01
CUST0128,sector,Energy,2020-05-26,2020-11-09,2022-07-02,2200-01-01
CUST0128,sector,Healthcare,2020-11-09,2021-02-22,2022-07-02,2200-01-01
CUST0128,sector,Materials,2021-02-22,2024-12-31,2021-02-26,2200-01-01
CUST0129,risk_tier,B,2020-01-01,2024-04-03,2020-01-01,2200-01-01
CUST0129,risk_tier,A,2024-04-03,2024-12-31,2024-05-03,2200-01-01
CUST0129,sector,Industrials,2020-01-01,2023-10-16,2020-01-16,2200-01-01
CUST0129,sector,Materials,2023-10-16,2024-06-21,2023-10-31,2025-04-10
CUST0129,sector,Materials,2023-10-16,2024-01-11,2025-04-10,2200-01-01
CUST0129,sector,Technology,2024-01-11,2024-04-19,2025-04-10,2200-01-01
CUST0129,sector,Materials,2024-04-19,2024-06-21,2025-04-10,2200-01-01
CUST0129,sector,Healthcare,2024-06-21,2024-12-31,2024-07-04,2200-01-01
CUST0130,risk_tier,C,2020-01-01,2020-07-01,2020-01-31,2200-01-01
CUST0130,risk_tier,B,2020-07-01,2023-08-25,2020-07-29,2200-01-01
CUST0130,risk_tier,B,2023-08-25,2024-12-31,2023-09-23,2200-01-01
CUST0130,sector,Technology,2020-01-01,2020-12-21,2020-01-22,2200-01-01
CUST0130,sector,Financials,2020-12-21,2021-04-30,2020-12-21,2200-01-01
CUST0130,sector,Materials,2021-04-30,2024-05-27,2021-05-29,2200-01-01
CUST0130,sector,Energy,2024-05-27,2024-12-31,2024-06-02,2026-04-12
CUST0130,sector,Industrials,2024-05-27,2024-12-31,2026-04-12,2200-01-01
CUST0131,risk_tier,B,2020-01-01,2024-07-15,2020-01-17,2200-01-01
CUST0131,risk_tier,B,2024-07-15,2024-12-31,2024-07-25,2200-01-01
CUST0131,sector,Healthcare,2020-01-01,2021-10-14,2020-01-09,2200-01-01
CUST0131,sector,Industrials,2021-10-14,2022-08-09,2021-10-29,2023-10-13
CUST0131,sector,Industrials,2021-10-14,2022-01-26,2023-10-13,2200-01-01
CUST0131,sector,Technology,2022-01-26,2022-05-26,2023-10-13,2200-01-01
CUST0131,sector,Industrials,2022-05-26,2022-08-09,2023-10-13,2200-01-01
CUST0131,sector,Technology,2022-08-09,2022-12-11,2022-08-24,2200-01-01
CUST0131,sector,Industrials,2022-12-11,2024-12-31,2022-12-16,2200-01-01
CUST0132,risk_tier,C,2020-01-01,2023-09-21,2020-01-24,2200-01-01
CUST0132,risk_tier,C,2023-09-21,2024-12-31,2023-10-06,2200-01-01
CUST0132,sector,Healthcare,2020-01-01,2023-12-18,2020-01-29,2200-01-01
CUST0132,sector,Healthcare,2023-12-18,2024-12-31,2024-01-12,2025-08-31
CUST0132,sector,Energy,2023-12-18,2024-12-31,2025-08-31,2200-01-01
CUST0133,risk_tier,C,2020-01-01,2021-10-18,2020-01-15,2200-01-01
CUST0133,risk_tier,A,2021-10-18,2024-08-03,2021-11-05,2200-01-01
CUST0133,risk_tier,A,2024-08-03,2024-12-31,2024-08-24,2200-01-01
CUST0133,sector,Materials,2020-01-01,2020-05-20,2020-01-27,2200-01-01
CUST0133,sector,Energy,2020-05-20,2024-12-31,2020-05-31,2200-01-01
CUST0134,risk_tier,B,2020-01-01,2022-02-01,2020-01-16,2200-01-01
CUST0134,risk_tier,B,2022-02-01,2023-07-15,2022-02-25,2200-01-01
CUST0134,risk_tier,C,2023-07-15,2023-12-25,2023-07-18,2200-01-01
CUST0134,risk_tier,C,2023-12-25,2024-12-31,2024-01-03,2200-01-01
CUST0134,sector,Financials,2020-01-01,2022-05-15,2020-01-20,2200-01-01
CUST0134,sector,Materials,2022-05-15,2022-08-18,2022-05-29,2200-01-01
CUST0134,sector,Healthcare,2022-08-18,2022-12-22,2022-08-18,2200-01-01
CUST0134,sector,Healthcare,2022-12-22,2024-12-31,2023-01-10,2200-01-01
CUST0135,risk_tier,C,2020-01-01,2022-08-12,2020-01-21,2200-01-01
CUST0135,risk_tier,A,2022-08-12,2024-12-31,2022-08-31,2200-01-01
CUST0135,sector,Healthcare,2020-01-01,2022-04-17,2020-01-26,2023-05-02
CUST0135,sector,Industrials,2020-01-01,2022-04-17,2023-05-02,2200-01-01
CUST0135,sector,Financials,2022-04-17,2024-12-31,2022-04-27,2200-01-01
CUST0136,risk_tier,C,2020-01-01,2023-06-01,2020-01-29,2200-01-01
CUST0136,risk_tier,A,2023-06-01,2024-12-31,2023-06-04,2200-01-01
CUST0136,sector,Technology,2020-01-01,2021-08-09,2020-01-15,2200-01-01
CUST0136,sector,Healthcare,2021-08-09,2022-03-31,2021-08-25,2200-01-01
CUST0136,sector,Industrials,2022-03-31,2022-11-02,2022-04-08,2200-01-01
CUST0136,sector,Energy,2022-11-02,2024-12-31,2022-11-05,2200-01-01
CUST0137,risk_tier,A,2020-01-01,2021-01-08,2020-01-29,2200-01-01
CUST0137,risk_tier,B,2021-01-08,2024-12-31,2021-01-21,2200-01-01
CUST0137,sector,Industrials,2020-01-01,2021-01-28,2020-01-05,2022-02-20
CUST0137,sector,Industrials,2020-01-01,2020-05-17,2022-02-20,2200-01-01
CUST0137,sector,Financials,2020-05-17,2020-10-21,2022-02-20,2200-01-01
CUST0137,sector,Industrials,2020-10-21,2021-01-28,2022-02-20,2200-01-01
CUST0137,sector,Healthcare,2021-01-28,2024-12-31,2021-02-04,2200-01-01
CUST0138,risk_tier,C,2020-01-01,2021-05-27,2020-01-08,2200-01-01
CUST0138,risk_tier,B,2021-05-27,2022-11-23,2021-06-25,2200-01-01
CUST0138,risk_tier,B,2022-11-23,2024-12-31,2022-12-15,2200-01-01
CUST0138,sector,Technology,2020-01-01,2020-06-16,2020-01-29,2200-01-01
CUST0138,sector,Energy,2020-06-16,2024-12-31,2020-06-18,2025-07-19
CUST0138,sector,Materials,2020-06-16,2024-12-31,2025-07-19,2026-05-31
CUST0138,sector,Technology,2020-06-16,2024-12-31,2026-05-31,2200-01-01
CUST0139,risk_tier,B,2020-01-01,2022-10-27,2020-01-10,2200-01-01
CUST0139,risk_tier,C,2022-10-27,2024-03-29,2022-11-12,2200-01-01
CUST0139,risk_tier,B,2024-03-29,2024-12-31,2024-04-27,2200-01-01
CUST0139,sector,Technology,2020-01-01,2020-06-18,2020-01-31,2200-01-01
