txn_id,customer_id,event_date,processing_date
T001163,CUST0083,2024-09-20,2024-10-22
T001164,CUST0083,2024-03-06,2024-04-18
T001165,CUST0083,2023-06-20,2023-07-15
T001166,CUST0083,2021-10-11,2021-11-20
T001167,CUST0083,2022-02-10,2022-03-13
T001168,CUST0083,2024-10-09,2024-11-08
T001169,CUST0084,2020-09-03,2020-10-16
T001170,CUST0084,2021-02-17,2021-02-17
T001171,CUST0084,2021-03-14,2021-04-01
T001172,CUST0084,2021-11-09,2021-12-15
T001173,CUST0084,2020-08-21,2020-09-19
T001174,CUST0084,2020-12-21,2020-12-21
T001175,CUST0084,2024-02-02,2024-03-16
T001176,CUST0084,2021-04-24,2021-06-05
T001177,CUST0084,2020-04-17,2020-05-21
T001178,CUST0084,2020-11-06,2020-11-22
T001179,CUST0084,2021-03-27,2021-03-27
T001180,CUST0084,2020-10-08,2020-10-14
T001181,CUST0084,2021-08-28,2021-08-28
T001182,CUST0084,2021-06-24,2021-06-27
T001183,CUST0084,2023-11-29,2024-01-09
T001184,CUST0084,2022-01-21,2022-02-11
T001185,CUST0085,2022-06-13,2022-07-15
T001186,CUST0085,2024-04-24,2024-05-09
T001187,CUST0085,2022-03-10,2022-03-21
T001188,CUST0085,2021-09-01,2021-10-15
T001189,CUST0085,2024-05-25,2024-06-24
T001190,CUST0085,2022-07-09,2022-07-13
T001191,CUST0085,2024-12-28,2025-02-01
T001192,CUST0085,2022-11-27,2022-11-28
T001193,CUST0085,2023-12-27,2024-01-24
T001194,CUST0085,2023-02-21,2023-04-02
T001195,CUST0085,2020-04-26,2020-04-28
T001196,CUST0085,2023-09-01,2023-09-26
T001197,CUST0085,2024-01-22,2024-01-24
T001198,CUST0085,2023-08-29,2023-10-05
T001199,CUST0085,2022-11-19,2022-12-24
T001200,CUST0085,2021-09-21,2021-09-27
T001201,CUST0085,2024-11-05,2024-11-20
T001202,CUST0086,2021-05-12,2021-06-01
T001203,CUST0086,2022-06-17,2022-07-21
T001204,CUST0086,2022-08-28,2022-10-06
T001205,CUST0086,2021-05-20,2021-06-30
T001206,CUST0086,2023-07-20,2023-08-04
T001207,CUST0086,2020-12-20,2021-01-03
T001208,CUST0086,2020-04-01,2020-05-14
T001209,CUST0086,2024-01-14,2024-01-22
T001210,CUST0086,2020-10-20,2020-11-25
T001211,CUST0086,2024-10-07,2024-11-09
T001212,CUST0086,2023-05-26,2023-06-16
T001213,CUST0086,2021-10-05,2021-10-19
T001214,CUST0086,2021-04-01,2021-05-12
T001215,CUST0086,2022-02-26,2022-04-06
T001216,CUST0086,2020-12-14,2020-12-26
T001217,CUST0086,2021-07-30,2021-08-01
T001218,CUST0086,2020-12-15,2021-01-22
T001219,CUST0086,2020-02-05,2020-02-08
T001220,CUST0086,2022-05-21,2022-05-22
T001221,CUST0087,2023-12-18,2024-01-24
T001222,CUST0087,2021-02-23,2021-03-08
T001223,CUST0087,2021-02-27,2021-04-06
T001224,CUST0087,2024-12-07,2025-01-09
T001225,CUST0087,2020-09-20,2020-10-22
T001226,CUST0087,2022-04-07,2022-04-28
T001227,CUST0087,2023-09-13,2023-10-07
T001228,CUST0087,2021-08-31,2021-09-05
T001229,CUST0087,2023-09-25,2023-11-03
T001230,CUST0087,2020-06-20,2020-07-20
T001231,CUST0087,2021-10-19,2021-11-04
T001232,CUST0087,2021-05-26,2021-06-13
T001233,CUST0087,2024-03-06,2024-03-25
T001234,CUST0087,2023-01-05,2023-01-24
T001235,CUST0087,2022-02-28,2022-03-07
T001236,CUST0087,2023-11-15,2023-11-25
T001237,CUST0088,2020-10-26,2020-11-29
T001238,CUST0088,2023-08-13,2023-09-10
T001239,CUST0088,2020-03-23,2020-04-17
T001240,CUST0088,2022-02-27,2022-04-08
T001241,CUST0088,2020-03-19,2020-04-21
T001242,CUST0088,2020-09-21,2020-10-19
T001243,CUST0088,2022-01-07,2022-02-09
T001244,CUST0088,2021-03-13,2021-04-26
T001245,CUST0088,2020-12-08,2021-01-08
T001246,CUST0088,2022-04-09,2022-04-26
T001247,CUST0088,2021-10-16,2021-11-19
T001248,CUST0088,2020-12-21,2021-02-04
T001249,CUST0088,2021-05-25,2021-06-21
T001250,CUST0088,2020-09-16,2020-09-19
T001251,CUST0088,2022-12-25,2023-01-15
T001252,CUST0088,2022-03-11,2022-03-22
T001253,CUST0088,2022-09-07,2022-10-11
T001254,CUST0089,2023-05-06,2023-06-14
T001255,CUST0089,2020-06-07,2020-06-22
T001256,CUST0089,2024-03-08,2024-04-02
T001257,CUST0089,2023-07-19,2023-08-01
T001258,CUST0089,2023-06-18,2023-07-01
T001259,CUST0089,2020-07-18,2020-08-05
T001260,CUST0089,2024-09-28,2024-10-14
T001261,CUST0089,2020-08-22,2020-09-22
T001262,CUST0089,2022-01-29,2022-02-17
T001263,CUST0089,2023-12-13,2023-12-15
T001264,CUST0089,2024-05-30,2024-05-30
T001265,CUST0089,2023-10-08,2023-10-27
T001266,CUST0089,2022-11-12,2022-11-30
T001267,CUST0089,2023-02-01,2023-02-28
T001268,CUST0090,2021-09-14,2021-10-20
T001269,CUST0090,2024-05-08,2024-06-21
T001270,CUST0090,2023-01-21,2023-03-02
T001271,CUST0090,2023-08-24,2023-10-06
T001272,CUST0090,2020-10-01,2020-10-27
T001273,CUST0090,2021-03-11,2021-04-16
T001274,CUST0090,2022-01-09,2022-01-28
T001275,CUST0090,2023-01-21,2023-02-02
T001276,CUST0091,2020-01-07,2020-02-11
T001277,CUST0091,2023-07-19,2023-08-03
T001278,CUST0091,2021-09-12,2021-10-16
T001279,CUST0091,2023-12-01,2023-12-31
T001280,CUST0091,2024-05-21,2024-05-25
T001281,CUST0091,2020-06-14,2020-07-14
T001282,CUST0091,2021-01-16,2021-02-21
T001283,CUST0091,2020-01-05,2020-02-19
T001284,CUST0091,2021-04-15,2021-04-30
T001285,CUST0091,2021-11-28,2021-11-29
T001286,CUST0092,2021-10-16,2021-11-22
T001287,CUST0092,2022-12-04,2023-01-04
T001288,CUST0092,2022-09-14,2022-09-28
T001289,CUST0092,2020-02-27,2020-04-12
T001290,CUST0092,2020-02-26,2020-02-27
T001291,CUST0092,2022-03-13,2022-03-18
T001292,CUST0092,2024-05-21,2024-05-22
T001293,CUST0092,2020-05-10,2020-06-12
T001294,CUST0092,2024-02-23,2024-03-13
T001295,CUST0092,2022-09-05,2022-09-25
T001296,CUST0092,2024-05-30,2024-07-06
T001297,CUST0092,2021-10-12,2021-11-12
T001298,CUST0092,2024-01-30,2024-02-26
T001299,CUST0092,2022-10-13,2022-11-08
T001300,CUST0093,2021-08-04,2021-08-13
T001301,CUST0093,2023-07-20,2023-09-02
T001302,CUST0093,2021-09-11,2021-09-24
T001303,CUST0093,2021-08-26,2021-08-27
T001304,CUST0093,2020-01-26,2020-02-15
T001305,CUST0093,2022-06-16,2022-07-12
T001306,CUST0093,2024-05-25,2024-06-25
T001307,CUST0093,2023-09-20,2023-09-20
T001308,CUST0093,2024-06-14,2024-06-22
T001309,CUST0094,2020-01-11,2020-02-09
T001310,CUST0094,2021-01-16,2021-02-16
T001311,CUST0094,2023-03-11,2023-04-14
T001312,CUST0094,2021-07-11,2021-08-13
T001313,CUST0094,2020-12-21,2021-01-09
T001314,CUST0094,2023-10-24,2023-11-13
T001315,CUST0094,2022-08-31,2022-09-27
T001316,CUST0094,2023-03-10,2023-03-10
T001317,CUST0094,2024-01-07,2024-02-15
T001318,CUST0094,2021-03-09,2021-04-12
T001319,CUST0094,2020-04-17,2020-05-02
T001320,CUST0094,2023-04-26,2023-05-19
T001321,CUST0094,2023-12-24,2024-01-09
T001322,CUST0094,2022-08-03,2022-09-03
T001323,CUST0094,2024-01-16,2024-02-20
T001324,CUST0094,2021-10-21,2021-10-31
T001325,CUST0094,2023-07-29,2023-08-01
T001326,CUST0094,2022-08-20,2022-09-07
T001327,CUST0094,2021-08-20,2021-08-30
T001328,CUST0095,2022-01-28,2022-02-02
T001329,CUST0095,2023-01-04,2023-01-26
T001330,CUST0095,2020-10-29,2020-11-29
T001331,CUST0095,2021-04-03,2021-05-05
T001332,CUST0095,2020-11-16,2020-11-21
T001333,CUST0095,2020-04-11,2020-05-15
T001334,CUST0095,2020-09-12,2020-09-16
T001335,CUST0095,2022-12-21,2023-01-26
T001336,CUST0095,2022-06-16,2022-07-16
T001337,CUST0095,2022-06-27,2022-07-07
T001338,CUST0095,2024-06-27,2024-07-23
T001339,CUST0095,2020-03-16,2020-04-27
T001340,CUST0095,2021-05-06,2021-05-08
T001341,CUST0095,2021-07-11,2021-08-12
T001342,CUST0095,2022-01-15,2022-02-15
T001343,CUST0095,2020-08-06,2020-09-03
T001344,CUST0096,2023-02-22,2023-03-01
T001345,CUST0096,2021-07-31,2021-09-07
T001346,CUST0096,2020-02-10,2020-02-23
T001347,CUST0096,2021-12-04,2021-12-04
T001348,CUST0096,2024-04-19,2024-05-03
T001349,CUST0096,2022-08-10,2022-08-17
T001350,CUST0096,2021-05-13,2021-06-08
T001351,CUST0096,2021-02-25,2021-04-09
T001352,CUST0096,2022-08-12,2022-09-05
T001353,CUST0096,2024-01-26,2024-02-16
T001354,CUST0096,2020-03-18,2020-04-19
T001355,CUST0096,2020-06-04,2020-06-14
T001356,CUST0096,2022-05-28,2022-06-04
T001357,CUST0096,2023-11-13,2023-12-09
T001358,CUST0096,2023-05-08,2023-05-27
T001359,CUST0096,2023-03-19,2023-03-19
T001360,CUST0096,2023-12-29,2024-01-08
T001361,CUST0096,2021-01-21,2021-02-06
T001362,CUST0097,2024-12-22,2025-01-10
T001363,CUST0097,2021-04-15,2021-05-22
T001364,CUST0097,2024-07-17,2024-08-30
T001365,CUST0097,2020-12-05,2021-01-12
T001366,CUST0097,2023-11-18,2023-12-13
T001367,CUST0097,2022-05-07,2022-06-18
T001368,CUST0097,2021-09-27,2021-10-02
T001369,CUST0097,2021-02-19,2021-03-17
T001370,CUST0097,2020-01-11,2020-02-21
T001371,CUST0097,2024-07-30,2024-08-28
T001372,CUST0097,2021-01-26,2021-02-22
T001373,CUST0097,2020-11-21,2020-12-14
T001374,CUST0097,2020-10-10,2020-10-13
T001375,CUST0097,2024-06-17,2024-06-22
T001376,CUST0098,2023-10-06,2023-10-20
T001377,CUST0098,2021-03-15,2021-04-20
T001378,CUST0098,2023-12-31,2023-12-31
T001379,CUST0098,2020-06-21,2020-07-19
T001380,CUST0098,2023-11-09,2023-12-08
T001381,CUST0098,2022-03-20,2022-04-07
T001382,CUST0098,2024-01-07,2024-01-11
T001383,CUST0098,2020-01-27,2020-03-03
T001384,CUST0098,2023-10-02,2023-10-19
T001385,CUST0098,2022-01-20,2022-03-06
T001386,CUST0098,2024-11-05,2024-11-30
T001387,CUST0098,2021-04-04,2021-05-03
T001388,CUST0099,2024-09-19,2024-10-19
T001389,CUST0099,2021-07-11,2021-08-12
T001390,CUST0099,2024-01-18,2024-02-18
T001391,CUST0099,2021-06-20,2021-07-28
T001392,CUST0099,2020-10-28,2020-12-10
T001393,CUST0099,2022-12-02,2023-01-04
T001394,CUST0099,2022-04-04,2022-04-27
T001395,CUST0099,2024-08-04,2024-09-07
T001396,CUST0099,2022-10-22,2022-12-06
T001397,CUST0099,2023-07-16,2023-07-16
T001398,CUST0099,2020-02-08,2020-03-14
T001399,CUST0099,2021-01-08,2021-01-27
T001400,CUST0100,2023-06-02,2023-06-22
T001401,CUST0100,2021-01-29,2021-02-09
T001402,CUST0100,2021-02-21,2021-03-20
T001403,CUST0100,2023-11-12,2023-11-14
T001404,CUST0100,2023-10-20,2023-11-14
T001405,CUST0100,2023-04-27,2023-04-30
T001406,CUST0100,2020-03-21,2020-04-09
T001407,CUST0100,2022-03-11,2022-03-12
T001408,CUST0101,2024-04-05,2024-04-07
T001409,CUST0101,2023-07-10,2023-07-19
T001410,CUST0101,2023-02-23,2023-03-24
T001411,CUST0101,2023-04-03,2023-04-17
T001412,CUST0101,2023-03-24,2023-05-02
T001413,CUST0101,2021-07-01,2021-08-02
T001414,CUST0101,2023-04-11,2023-04-21
T001415,CUST0101,2021-02-08,2021-03-20
T001416,CUST0101,2023-08-31,2023-09-02
T001417,CUST0101,2021-07-27,2021-08-12
T001418,CUST0101,2022-09-27,2022-10-22
T001419,CUST0102,2022-11-15,2022-12-16
T001420,CUST0102,2020-06-13,2020-07-01
T001421,CUST0102,2023-08-08,2023-09-07
T001422,CUST0102,2024-09-27,2024-10-23
T001423,CUST0102,2023-08-10,2023-09-11
T001424,CUST0102,2022-12-27,2023-01-31
T001425,CUST0102,2021-05-23,2021-06-22
T001426,CUST0102,2021-10-07,2021-10-14
T001427,CUST0103,2022-03-22,2022-04-03
T001428,CUST0103,2023-02-16,2023-03-15
T001429,CUST0103,2022-01-11,2022-02-03
T001430,CUST0103,2021-06-30,2021-07-05
T001431,CUST0103,2020-12-15,2020-12-30
T001432,CUST0103,2023-07-24,2023-08-18
T001433,CUST0103,2023-01-21,2023-02-14
T001434,CUST0103,2021-09-09,2021-09-15
T001435,CUST0104,2024-02-26,2024-03-05
T001436,CUST0104,2024-04-13,2024-04-20
T001437,CUST0104,2024-04-16,2024-04-23
T001438,CUST0104,2023-03-12,2023-03-23
T001439,CUST0104,2023-10-24,2023-12-05
T001440,CUST0104,2023-12-13,2023-12-28
T001441,CUST0104,2022-06-27,2022-08-02
T001442,CUST0104,2020-10-28,2020-11-11
T001443,CUST0104,2021-12-15,2022-01-24
T001444,CUST0105,2022-02-10,2022-03-16
T001445,CUST0105,2022-03-16,2022-03-21
T001446,CUST0105,2021-09-26,2021-10-01
T001447,CUST0105,2023-11-28,2023-12-13
T001448,CUST0105,2024-02-10,2024-03-26
T001449,CUST0105,2021-11-27,2021-12-03
T001450,CUST0105,2023-09-17,2023-09-19
T001451,CUST0105,2021-06-14,2021-06-23
T001452,CUST0105,2022-03-01,2022-04-04
T001453,CUST0105,2022-03-16,2022-04-28
T001454,CUST0105,2024-09-21,2024-09-22
T001455,CUST0105,2024-10-14,2024-10-17
T001456,CUST0105,2020-09-16,2020-10-20
T001457,CUST0105,2021-09-19,2021-10-09
T001458,CUST0105,2022-09-08,2022-09-14
T001459,CUST0105,2023-03-21,2023-04-27
T001460,CUST0106,2020-08-02,2020-08-25
T001461,CUST0106,2022-04-16,2022-05-05
T001462,CUST0106,2021-02-22,2021-03-30
T001463,CUST0106,2024-04-07,2024-05-22
T001464,CUST0106,2022-03-21,2022-04-20
T001465,CUST0106,2024-09-17,2024-10-28
T001466,CUST0106,2023-05-15,2023-06-24
T001467,CUST0106,2020-09-04,2020-09-17
T001468,CUST0106,2022-05-28,2022-06-26
T001469,CUST0107,2021-05-02,2021-05-08
T001470,CUST0107,2022-06-15,2022-07-21
T001471,CUST0107,2024-11-10,2024-12-25
T001472,CUST0107,2022-11-11,2022-11-23
T001473,CUST0107,2024-02-15,2024-02-23
T001474,CUST0107,2021-04-01,2021-04-30
T001475,CUST0107,2024-09-02,2024-09-06
T001476,CUST0107,2024-02-18,2024-03-25
T001477,CUST0107,2020-10-06,2020-10-14
T001478,CUST0107,2021-05-20,2021-06-15
T001479,CUST0107,2024-03-29,2024-03-30
T001480,CUST0107,2024-04-20,2024-04-28
T001481,CUST0107,2023-12-16,2024-01-17
T001482,CUST0107,2020-06-20,2020-07-18
T001483,CUST0107,2023-04-23,2023-04-29
T001484,CUST0107,2024-07-03,2024-07-11
T001485,CUST0107,2024-05-17,2024-06-19
T001486,CUST0107,2021-12-10,2022-01-24
T001487,CUST0108,2021-04-26,2021-06-10
T001488,CUST0108,2023-12-19,2024-01-20
T001489,CUST0108,2020-04-13,2020-04-16
T001490,CUST0108,2022-05-10,2022-06-17
T001491,CUST0108,2024-08-14,2024-08-23
T001492,CUST0108,2022-12-27,2023-02-02
T001493,CUST0108,2021-09-30,2021-10-07
T001494,CUST0108,2023-08-06,2023-09-16
T001495,CUST0108,2022-11-06,2022-12-03
T001496,CUST0108,2022-07-11,2022-07-18
T001497,CUST0108,2024-01-23,2024-03-06
T001498,CUST0108,2023-11-24,2023-12-23
T001499,CUST0108,2022-03-17,2022-04-28
T001500,CUST0108,2023-05-06,2023-06-03
T001501,CUST0109,2020-05-27,2020-06-11
T001502,CUST0109,2020-12-28,2021-01-05
T001503,CUST0109,2022-11-28,2022-12-23
T001504,CUST0109,2023-05-22,2023-06-05
T001505,CUST0109,2020-09-22,2020-10-27
T001506,CUST0109,2023-03-18,2023-04-25
T001507,CUST0109,2023-03-26,2023-04-25
T001508,CUST0109,2023-08-11,2023-08-23
T001509,CUST0109,2021-03-30,2021-04-21
T001510,CUST0109,2021-05-06,2021-06-18
T001511,CUST0109,2020-09-28,2020-10-17
T001512,CUST0109,2022-11-21,2022-12-04
T001513,CUST0109,2021-08-01,2021-09-06
T001514,CUST0109,2023-01-10,2023-02-23
T001515,CUST0109,2023-07-29,2023-08-24
T001516,CUST0110,2023-01-22,2023-02-17
T001517,CUST0110,2022-11-26,2022-12-11
T001518,CUST0110,2023-01-15,2023-02-17
T001519,CUST0110,2023-11-15,2023-12-02
T001520,CUST0110,2022-02-16,2022-03-10
T001521,CUST0110,2022-07-23,2022-08-25
T001522,CUST0110,2020-08-07,2020-09-07
T001523,CUST0110,2022-07-25,2022-09-04
T001524,CUST0110,2024-04-10,2024-04-28
T001525,CUST0110,2020-06-03,2020-07-05
T001526,CUST0110,2024-07-15,2024-07-16
T001527,CUST0110,2020-09-09,2020-10-09
T001528,CUST0110,2022-04-09,2022-05-02
T001529,CUST0110,2022-11-20,2022-12-11
T001530,CUST0110,2024-11-23,2024-12-06
T001531,CUST0111,2020-10-23,2020-11-19
T001532,CUST0111,2022-07-28,2022-08-26
T001533,CUST0111,2023-09-12,2023-09-28
T001534,CUST0111,2024-05-12,2024-06-25
T001535,CUST0111,2020-01-17,2020-02-29
T001536,CUST0111,2021-04-23,2021-05-05
T001537,CUST0111,2021-09-01,2021-09-03
T001538,CUST0111,2023-03-31,2023-04-10
T001539,CUST0111,2023-02-27,2023-03-01
T001540,CUST0111,2024-06-24,2024-08-02
T001541,CUST0111,2023-07-23,2023-08-08
T001542,CUST0111,2021-03-15,2021-04-25
T001543,CUST0111,2023-05-31,2023-06-23
T001544,CUST0111,2021-02-25,2021-02-27
T001545,CUST0111,2023-05-12,2023-06-21
T001546,CUST0111,2023-11-09,2023-11-19
T001547,CUST0112,2023-08-11,2023-08-22
T001548,CUST0112,2020-03-03,2020-03-30
T001549,CUST0112,2020-02-11,2020-03-23
T001550,CUST0112,2021-09-16,2021-10-18
T001551,CUST0112,2022-09-24,2022-10-26
T001552,CUST0112,2024-02-06,2024-03-18
T001553,CUST0112,2024-10-11,2024-10-28
T001554,CUST0112,2020-04-02,2020-04-14
T001555,CUST0112,2020-12-15,2021-01-09
T001556,CUST0112,2023-01-06,2023-02-01
T001557,CUST0112,2022-07-24,2022-09-01
T001558,CUST0112,2022-04-18,2022-05-27
T001559,CUST0112,2024-05-05,2024-05-28
T001560,CUST0112,2024-01-05,2024-01-16
T001561,CUST0113,2023-05-08,2023-05-18
T001562,CUST0113,2022-05-01,2022-05-02
T001563,CUST0113,2023-07-18,2023-08-03
T001564,CUST0113,2020-11-18,2020-12-23
T001565,CUST0113,2022-10-15,2022-10-18
T001566,CUST0113,2020-06-03,2020-07-09
T001567,CUST0113,2024-03-01,2024-03-09
T001568,CUST0113,2024-02-22,2024-04-03
T001569,CUST0113,2020-11-24,2020-11-29
T001570,CUST0113,2020-12-15,2020-12-29
T001571,CUST0113,2021-01-09,2021-01-23
T001572,CUST0113,2024-01-05,2024-02-19
T001573,CUST0113,2023-12-16,2024-01-01
T001574,CUST0114,2023-09-20,2023-10-01
T001575,CUST0114,2021-09-20,2021-11-01
T001576,CUST0114,2022-04-18,2022-04-26
T001577,CUST0114,2023-03-17,2023-04-01
T001578,CUST0114,2022-07-21,2022-08-19
T001579,CUST0114,2021-02-15,2021-03-15
T001580,CUST0114,2020-10-31,2020-11-09
T001581,CUST0114,2024-09-19,2024-10-24
T001582,CUST0114,2023-01-03,2023-02-08
T001583,CUST0115,2023-05-27,2023-06-15
T001584,CUST0115,2024-09-14,2024-10-25
T001585,CUST0115,2022-07-02,2022-07-12
T001586,CUST0115,2023-04-23,2023-05-03
T001587,CUST0115,2020-04-13,2020-05-15
T001588,CUST0115,2020-02-28,2020-03-15
T001589,CUST0115,2020-07-08,2020-08-03
T001590,CUST0115,2021-12-07,2021-12-17
T001591,CUST0115,2023-09-23,2023-11-04
T001592,CUST0115,2024-08-29,2024-10-05
T001593,CUST0115,2023-08-31,2023-10-07
T001594,CUST0115,2021-09-09,2021-09-10
T001595,CUST0115,2024-12-01,2024-12-01
T001596,CUST0116,2020-05-09,2020-06-15
T001597,CUST0116,2021-09-20,2021-09-22
T001598,CUST0116,2021-08-16,2021-08-16
T001599,CUST0116,2024-04-02,2024-04-20
T001600,CUST0116,2024-03-17,2024-04-30
T001601,CUST0116,2024-03-04,2024-03-16
T001602,CUST0116,2022-06-01,2022-06-14
T001603,CUST0116,2022-10-17,2022-11-13
T001604,CUST0116,2022-03-07,2022-04-01
T001605,CUST0116,2021-11-05,2021-11-21
T001606,CUST0116,2020-06-04,2020-07-13
T001607,CUST0116,2024-01-03,2024-02-05
T001608,CUST0116,2022-11-25,2023-01-09
T001609,CUST0117,2020-02-10,2020-03-05
T001610,CUST0117,2024-11-07,2024-11-14
T001611,CUST0117,2021-07-23,2021-08-30
T001612,CUST0117,2020-05-03,2020-06-03
T001613,CUST0117,2021-12-04,2021-12-24
T001614,CUST0117,2021-06-25,2021-07-11
T001615,CUST0117,2021-06-26,2021-06-29
T001616,CUST0117,2022-07-11,2022-08-19
T001617,CUST0117,2021-12-08,2022-01-05
T001618,CUST0117,2024-10-28,2024-12-02
T001619,CUST0117,2020-09-15,2020-10-24
T001620,CUST0117,2020-09-05,2020-09-21
T001621,CUST0117,2024-02-18,2024-03-07
T001622,CUST0117,2024-09-17,2024-10-29
T001623,CUST0118,2020-07-16,2020-08-07
T001624,CUST0118,2022-03-28,2022-04-04
T001625,CUST0118,2023-03-21,2023-04-05
T001626,CUST0118,2020-09-12,2020-10-05
T001627,CUST0118,2021-09-05,2021-10-05
T001628,CUST0118,2021-04-27,2021-06-07
T001629,CUST0118,2024-09-25,2024-10-24
T001630,CUST0118,2020-01-03,2020-02-13
T001631,CUST0118,2021-01-02,2021-01-19
T001632,CUST0118,2024-12-01,2025-01-10
T001633,CUST0118,2021-06-18,2021-07-25
T001634,CUST0119,2022-11-16,2022-12-23
T001635,CUST0119,2024-11-12,2024-12-17
T001636,CUST0119,2022-01-13,2022-01-31
T001637,CUST0119,2021-08-22,2021-09-11
T001638,CUST0119,2022-10-01,2022-10-15
T001639,CUST0119,2022-10-19,2022-11-26
T001640,CUST0119,2023-05-01,2023-05-08
T001641,CUST0119,2023-09-10,2023-10-03
T001642,CUST0119,2021-09-07,2021-09-22
T001643,CUST0119,2022-07-05,2022-07-06
T001644,CUST0120,2024-06-17,2024-06-28
T001645,CUST0120,2021-10-20,2021-11-26
T001646,CUST0120,2022-08-19,2022-09-14
T001647,CUST0120,2021-08-28,2021-10-04
T001648,CUST0120,2020-11-21,2020-12-06
T001649,CUST0120,2022-07-27,2022-08-11
T001650,CUST0120,2022-04-30,2022-05-24
T001651,CUST0120,2023-09-15,2023-09-22
T001652,CUST0120,2023-12-23,2024-01-25
T001653,CUST0120,2023-03-20,2023-03-23
T001654,CUST0120,2020-05-25,2020-06-01
T001655,CUST0120,2021-03-31,2021-05-11
T001656,CUST0120,2020-11-21,2020-11-29
T001657,CUST0120,2020-04-04,2020-04-22
T001658,CUST0120,2023-08-09,2023-08-31
T001659,CUST0120,2021-08-26,2021-10-04
T001660,CUST0121,2023-11-12,2023-12-04
T001661,CUST0121,2023-08-02,2023-08-21
T001662,CUST0121,2023-05-04,2023-06-15
T001663,CUST0121,2020-11-11,2020-12-05
T001664,CUST0121,2021-02-27,2021-03-05
T001665,CUST0121,2022-08-24,2022-08-28
T001666,CUST0121,2022-10-13,2022-11-04
T001667,CUST0121,2023-12-30,2024-01-04
T001668,CUST0121,2022-11-18,2022-12-15
T001669,CUST0121,2024-05-27,2024-06-19
T001670,CUST0121,2024-08-02,2024-09-09
T001671,CUST0121,2023-01-30,2023-02-28
T001672,CUST0121,2021-09-06,2021-10-17
T001673,CUST0121,2020-05-18,2020-06-17
T001674,CUST0122,2024-02-06,2024-02-09
T001675,CUST0122,2022-10-21,2022-10-24
T001676,CUST0122,2022-05-20,2022-05-29
T001677,CUST0122,2024-01-07,2024-01-29
T001678,CUST0122,2024-04-23,2024-05-14
T001679,CUST0122,2022-09-20,2022-10-18
T001680,CUST0122,2024-06-22,2024-07-16
T001681,CUST0122,2022-08-20,2022-09-07
T001682,CUST0122,2023-07-22,2023-08-14
T001683,CUST0122,2021-06-27,2021-07-05
T001684,CUST0122,2024-02-03,2024-03-01
T001685,CUST0122,2020-04-24,2020-05-26
T001686,CUST0122,2023-04-03,2023-04-17
T001687,CUST0122,2024-03-26,2024-04-01
T001688,CUST0122,2020-11-06,2020-12-21
T001689,CUST0122,2020-10-18,2020-10-19
T001690,CUST0122,2020-01-01,2020-02-04
T001691,CUST0122,2021-12-05,2022-01-01
T001692,CUST0123,2022-05-07,2022-06-17
T001693,CUST0123,2024-06-21,2024-08-01
T001694,CUST0123,2022-02-03,2022-03-05
T001695,CUST0123,2020-05-05,2020-06-02
T001696,CUST0123,2023-12-10,2024-01-19
T001697,CUST0123,2023-02-18,2023-03-20
T001698,CUST0123,2021-01-25,2021-01-31
T001699,CUST0123,2022-02-01,2022-02-09
T001700,CUST0123,2021-03-31,2021-04-14
T001701,CUST0123,2020-10-19,2020-11-26
T001702,CUST0123,2022-03-03,2022-04-12
T001703,CUST0124,2023-09-12,2023-09-16
T001704,CUST0124,2023-11-29,2024-01-03
T001705,CUST0124,2020-06-21,2020-07-30
T001706,CUST0124,2023-01-18,2023-03-04
T001707,CUST0124,2022-12-13,2023-01-11
T001708,CUST0124,2021-06-08,2021-06-10
T001709,CUST0124,2024-12-16,2024-12-19
T001710,CUST0124,2020-01-28,2020-02-28
T001711,CUST0124,2021-08-28,2021-09-09
T001712,CUST0124,2023-11-20,2023-11-21
T001713,CUST0124,2021-08-12,2021-08-26
T001714,CUST0125,2020-02-25,2020-03-25
T001715,CUST0125,2021-10-09,2021-10-28
T001716,CUST0125,2021-10-03,2021-10-15
T001717,CUST0125,2020-03-23,2020-03-28
T001718,CUST0125,2024-10-02,2024-11-14
T001719,CUST0125,2023-09-29,2023-10-30
T001720,CUST0125,2023-08-30,2023-10-11
T001721,CUST0125,2021-04-06,2021-05-19
T001722,CUST0126,2021-04-22,2021-06-03
T001723,CUST0126,2020-05-26,2020-05-30
T001724,CUST0126,2024-07-19,2024-07-26
T001725,CUST0126,2023-02-28,2023-04-08
T001726,CUST0126,2021-06-12,2021-07-23
T001727,CUST0126,2021-11-09,2021-11-27
T001728,CUST0126,2022-06-11,2022-07-18
T001729,CUST0126,2023-01-22,2023-01-23
T001730,CUST0126,2020-05-10,2020-05-20
T001731,CUST0127,2024-06-09,2024-06-15
T001732,CUST0127,2020-03-10,2020-04-19
T001733,CUST0127,2023-12-07,2023-12-28
T001734,CUST0127,2023-01-30,2023-03-05
T001735,CUST0127,2021-08-08,2021-09-09
T001736,CUST0127,2021-03-18,2021-03-26
T001737,CUST0127,2023-09-22,2023-10-18
T001738,CUST0127,2022-10-14,2022-10-20
T001739,CUST0127,2021-08-02,2021-08-13
T001740,CUST0127,2021-12-03,2022-01-05
T001741,CUST0128,2021-07-18,2021-08-22
T001742,CUST0128,2023-08-15,2023-08-19
T001743,CUST0128,2021-02-28,2021-04-08
T001744,CUST0128,2024-03-15,2024-03-24
